MP,compound,solvent,set
85,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,,train
-15.000001,Cc1ccc(c(c1)Cl)Cl,,train
-88,C=CCNCC=C,,train
146,c1ccc(cc1)C(=O)CCC(=O)c2ccccc2,,train
81,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,train
-32.999992,CC1(C)CCCCC1,,train
47,CC1(C(=O)N(C(=O)O1)C)C,,train
70,c1ccc(cc1)CN(Cc2ccccc2)c3ccccc3,,train
5.9999986,CC(C)(C)CC(=O)O,,train
111,CN(C)c1ccncc1,,train
-142.00002,CCC=CC(C)C,,train
38,O=Cc1ccccc1N,,train
32,O=S1(=O)CCCO1,,train
115,O=[N+]([O-])c1ccc(O)cc1,,train
22.000002,C[Si](C)(C)C#C[Si](C)(C)C,,train
66,CC(=C)c1ccc(cc1)C(=C)C,,train
66,COc1ccccc1CC#N,,train
218,CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C,,train
-30.000002,CCCCCCCCCC,,train
211,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3S2,,train
191,c1cc2c(cc1Cl)nc(o2)O,,train
194,c1cc(c(cc1S(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])F)[N+](=O)[O-])F,,train
-1.0000013,Brc2cccc1ccccc12,,train
165.5,Cc2oncc2C(=O)Nc1ccc(cc1)C(F)(F)F,,train
66,Clc1cccc(Cl)c1Br,,train
56,O=[N+]([O-])c1cc(Cl)ccc1Cl,,train
-149,CCC1CC1,,train
128.5,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC,,train
-103,CCCC#CCCC,,train
101,CCOc1ccc(NC(=O)CN)cc1,,train
43.5,CCc1ccc(O)cc1,,train
145,O=S(N)(=O)c1ccc(Cl)cc1,,train
118,O=[N+]([O-])c1ccccc1[N+]([O-])=O,,train
92,C1=CC(=O)NC1=O,,train
1.9999987,CCOC(=O)C#CC(=O)OCC,,train
82,Oc1ccc(cc1OC)C=O,,train
-36,Cc1ccccc1Cl,,train
16.699999,CC(=O)O,,train
42,CCOC(=O)c1cccc(c1)[N+](=O)[O-],,train
43,c1ccc(cc1)OC(=O)c2ccccc2O,,train
-96,CCCC(C)Br,,train
242,c1ccc(cc1)c2cnc(o2)c3ccc(cc3)c4ncc(o4)c5ccccc5,,train
-124,CC=C(/C)C(C)C,,train
205,Oc2ccc(N=Nc1ccccc1C(=O)O)cc2,,train
156,O=C(Nc1ccc(C)cc1)c1ccccc1,,train
79,c1ccc2c(c1)ccc(c2C=O)O,,train
84.5,O=S(=O)(NC1CCCCC1)c2ccc(C)cc2,,train
131,c1cc(c(c(c1F)C(=O)O)F)F,,train
84,COc1c(cc(cc1OC)C(=O)OC)OC,,train
130,c1cc(c(cc1F)C(=O)O)F,,train
22.000002,O=Cc1ccccc1Br,,train
-93.5,CCCN(CCC)CCC,,train
-57.999992,CCCCCC1CCCCC1,,train
31,c1cc(ncc1C(F)(F)F)Cl,,train
29.999998,c1ccc2c(c1)nccn2,,train
102,CCC1(CC)C(=O)CCNC1=O,,train
-93,Cc1ccccc1,,train
23.999998,Nc1cccc(Cl)c1Cl,,train
90,CC(=O)OC(c1ccc(o1)[N+](=O)[O-])OC(=O)C,,train
125,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,,train
94,c1ccccc1C(c2ccccc2)c3ccccc3,,train
168,c1cc(c(c(c1)Cl)Cl)C(=O)O,,train
57,c1ccc(cc1)c2ccccc2c3ccccc3,,train
31,Cc1cccnc1N,,train
61,c1ccc(cc1)P(CCCP(c2ccccc2)c3ccccc3)c4ccccc4,,train
95,Cc1cccc(c1N)[N+](=O)[O-],,train
118,C(C(=O)N)Cl,,train
23.999998,CCCCCc1ccc(cc1)O,,train
-58.999992,C(CCl)CBr,,train
38,c1ccc2c(c1)C(=O)CCO2,,train
180,CN(C)C(=O)N,,train
-63,Cc1cccs1,,train
-78,CCCCCO,,train
-93,CC(C)CCOC=O,,train
57,CCCCCCCCCCCCCCCCCO,,train
96,NCCS,,train
50,C=C(C(=O)O)C(F)(F)F,,train
-64,CCNc1ccccc1,,train
158,c1c4ccccc4cc3c1ccc2ccccc23,,train
69,CCCCCCC(C(=O)O)O,,train
-66,CCCCCCC(=O)OCC,,train
151.5,CNC(=O)Oc1cccc2CC(C)(C)Oc12,,train
-5.0000014,ClC(Cl)(Cl)c1ccccc1,,train
73,COC(=O)c1cc2ccccc2cc1O,,train
-99,CC(C)CC(=O)OCC,,train
-64,CCCCCCC#N,,train
0.9999987,CC(C)(C)S,,train
-103,CC(C)CCCC(C)C,,train
31,Clc1ccc(CC#N)cc1,,train
-130.99998,CC(C)S,,train
1.9999987,Cc1ccc(cc1O)C(C)C,,train
61,CC(C)C1=NC=C(N1C)[N+](=O)[O-],,train
185,Cc1cc(nc(n1)C)N,,train
-5.0000014,CCCCCCCCCCCCC,,train
128,O=S(=O)(NC(=O)NCCC)c1ccc(Cl)cc1,,train
252,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,,train
211.5,Oc1ccc(cc1OC)C(=O)O,,train
99,N(=C/c1ccc(N(C)C)cc1)\c2ccccc2,,train
49,Nc2cccc1ccccc12,,train
138,c1ccc(cc1)NC(=S)NN,,train
80,O=[N+]([O-])c1ccc(cc1)C(C)=O,,train
-127,C=CC(CC)CC,,train
79,OC(=O)Cc1ccccc1,,train
265,COc1ccc2c(c1)[nH]c3c2CCN4[C@@H]3C[C@H]5[C@@H](C4)C[C@H]([C@@H]([C@H]5C(=O)OC)OC)OC(=O)c6cc(c(c(c6)OC)OC)OC,,train
57,C(=O)NN,,train
25.999998,COc1cc(ccc1Br)OC,,train
105,O=Cc1cc(O)ccc1,,train
0.49999872,O=C(O)CCCCCCCC=CCCCCCC,,train
198,OC(=O)c1ccc(cc1)C(=O)c2ccccc2,,train
9.999999,CCCCCCCCC(=O)O,,train
156.5,O=C1c3ccccc3Cc2ccccc12,,train
262,Brc1ccc(/C=C/C(=O)O)cc1,,train
163,c1c(cc(c(c1Cl)C(=O)O)Cl)Cl,,train
-87,C=CC=O,,train
-130.99998,CCCC#CCC,,train
37.5,Fc1c(c(F)c(F)c(F)c1F)C(=O)c2ccccc2,,train
110,CCNC(=O)NCC,,train
52,Cc1ccc(cc1)C(=O)CBr,,train
-84,CC=1CCCCC=1C,,train
189,C1=C2C(=NC(=N1)N)N(C=N2)COCCO,,train
34,c1cc(oc1CO)C=O,,train
97,N#CC=CC#N,,train
-121,CC(C)(C)CCCC,,train
-96,CCCC=O,,train
5.0000024,Oc1ccccc1Br,,train
67,c1ccc(cc1)C(C(=O)c2ccccc2)Cl,,train
-160,CC(C)CC,,train
5.9999986,Cc1cccc(Cl)c1Cl,,train
54,O=[N+]([O-])c1cc(Br)ccc1,,train
69,C1=CC=C(C=C1)C2=CC=CC=C2,,train
108,c1cc(cc(c1)Cl)OCC(=O)O,,train
2.600001,C#CC(C)(C)O,,train
137,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,,train
58,c1cc(ccc1N=C=O)[N+](=O)[O-],,train
43,c1ccc(cc1)C(=O)c2ccccn2,,train
129,O=C(O)CCCCCCCCCCC(=O)O,,train
-29.000002,[O-][N+](C)=O,,train
114,COc1cc(OC)c(cc1OC)C=O,,train
234,c1cc(ccc1C#N)c2ccc(cc2)C#N,,train
-31.000002,c1ccc(cc1)I,,train
129,c1cc2cnccc2c(c1)N,,train
112,c1ccc-2c(c1)Cc3c2ccc(c3)Br,,train
178,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(N)(=O)=O,,train
23.999998,CCCCCCCCCCc1ccc(cc1)N,,train
23.999998,CCCCCCCCCCCCO,,train
120,c1cc(nc(c1)N)N,,train
75,COc1ccc(cc1)/C=C/C(=O)c2ccccc2,,train
15.999999,O=C(OCC)C(C(=O)OCC)c1ccccc1,,train
96,O=[N+]([O-])c1ccc(cc1)C(=O)OC,,train
65,Nc1cccc(N)c1,,train
-17.000002,CC(C)(C)C,,train
18.999998,CC(=O)c1ccccc1,,train
8.999999,O=Cc1ccccc1Cl,,train
-90,C#CC(C)C,,train
-118,CC(C)CCCC,,train
99.5,c1cccc2cccc2c1,,train
116,Nc4ccc1ccc2cccc3ccc4c1c23,,train
63,Cc1nnc(s1)C,,train
142,Cc1ccccc1C(=O)N,,train
73,C=Cc1ccc(O)cc1,,train
90,c1csc(n1)N,,train
29.999998,c1ccc2c(c1)nco2,,train
56,O=[N+]([O-])c1cc(C)ccc1[N+]([O-])=O,,train
276,c1ccc(cc1)c2c(nc([nH]2)c3ccccc3)c4ccccc4,,train
34,CCOC(=O)c1ccco1,,train
23.999998,c1cc(c(cc1Br)Cl)Cl,,train
53.5,O=C(OCC)NCCOc1ccc(cc1)Oc2ccccc2,,train
22.000002,Cc1ccc(c(c1)C)O,,train
48,Clc1ccc(Cl)c(N)c1,,train
-177.15999,C1(CC1)C,,train
-124,C=C(C)CC(C)C,,train
-101,CC(CC)C(C)(C)CC,,train
-80,CCCCSCCCC,,train
117,O=[N+]([O-])c1cc(C#N)ccc1,,train
159,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,,train
68,O=C(O)CCCCCCCCCCCCCCCCC,,train
34,C(CCC(=O)O)CCBr,,train
1.9999987,CC(C)(C)c1cccc(n1)C(C)(C)C,,train
-135.8,FS(F)(=O)=O,,train
55,c1ccc(cc1)CC(=O)c2ccccc2,,train
20.999998,COc1ccc(/C=C/C)cc1,,train
105,c1cc(ccc1OCC(=O)O)F,,train
153.5,OC3c1ccccc1c2ccccc23,,train
-40.999992,CC1CCC(=O)CC1,,train
119,CC(C)c1ccc(cc1)C(=O)O,,train
61,c1ccc2c(c1)cccc2CO,,train
58,c1ccc(cc1)C2CCCCC2=O,,train
23.999998,O=C1CCCCCCCCC1,,train
247,c1ccc(c(c1)/C=C/C(=O)O)[N+](=O)[O-],,train
-113,CC(C)C1CC1,,train
49,c1ccc(cc1)CSCc2ccccc2,,train
76,OCc1ccc(Br)cc1,,train
136,CCOc1cccc(c1)C(=O)O,,train
114,COC(=O)C1=CC=C(C=C1)N,,train
135,CCOC1=CC=C(C=C1)NC(=O)C,,train
70,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,train
35,CCC(=O)c1ccc(cc1)Cl,,train
37,Ic1cccc(c1)[N+](=O)[O-],,train
61,C1OCOCO1,,train
177,Cc1ccccc1NC(=N)Nc2ccccc2C,,train
12.000003,c1ccc(c(c1)C(=O)Cl)C(=O)Cl,,train
29.999998,c1ccc2c(c1)ccs2,,train
109,c1ccc2Cc3ccccc3Cc2c1,,train
255.25,Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)C(=O)CC[C@@H]12)c4cc3,,train
94,c1ccc(cc1)[Si](c2ccccc2)(c3ccccc3)Cl,,train
54,Cc1cc(C)c(C)c(C)c1C,,train
62,Clc1c(cccc1Cl)[N+]([O-])=O,,train
49,COC(=O)c1cc(ccc1[N+](=O)[O-])Cl,,train
102,O=Cc1ccc(C#N)cc1,,train
179,Sc1nc2ccccc2s1,,train
111,Cc1ccccc1NC(=O)C,,train
33,CCCCCCCCCCCCCCCCCCC,,train
31,Clc1c(OC)cccc1Cl,,train
124,CCOC(=O)n1ccn(c1=S)C,,train
181,CN(C)CC(=O)O,,train
195,CSc1ccc(cc1)C(=O)O,,train
45,c1ccc(cc1)COC(=O)CCC(=O)OCc2ccccc2,,train
179.5,Cc2ccc3cc1c5ccccc5ccc1c4CCc2c34,,train
41,c1ccc2c(c1)cncc2Br,,train
234,c1ccc2c(c1)C(=O)NC2=O,,train
-116,CCCCS,,train
215,O=C(C)Nc1ccc(cc1)[N+]([O-])=O,,train
82,O[C@@H](C=O)[C@H](O)[C@H](O)CO,,train
-135,CC=C(C)CC,,train
-63,CCc1ccccn1,,train
-41.999992,CCCCCCOCCO,,train
64,Clc1cc(C#N)cc(Cl)c1,,train
-110,C=C(C)C(C)(C)C,,train
156,CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,,train
157.5,NNC(=O)NN,,train
73,c1cc(ccc1SSc2ccc(cc2)Cl)Cl,,train
92,Ic1ccc(O)cc1,,train
32,O=[N+]([O-])c1cc(CO)ccc1,,train
53,CCOC(=O)C(C(=O)OCC)NC=O,,train
224,c1cc(cc2c1cc(cc2)O)O,,train
93,O=C(Nc1ccccc1)C[N+]([O-])=O,,train
68,O=S(=O)(C=C)c1ccccc1,,train
138,c1cc(c(cc1Cl)C(=O)O)[N+](=O)[O-],,train
95,O=C1NC(=O)NC(=O)C1(CC=C)C(C)CCC,,train
79,CC1(C(=O)NC(=O)O1)C,,train
126,CC(Oc1c(Cl)cccc1Cl)C2=NCCN2,,train
55,CN(C)c1ccc(Br)cc1,,train
-23.000002,N#Cc1cccc(C)c1,,train
5.5000024,c1ccccc1,,train
48,c1cc(cc(c1)N=C=O)N=C=O,,train
226,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c4cc3cc(NS(C)(=O)=O)ccc3[nH]4,,train
317,c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccccc4,,train
66,c1ccc(cc1)OP(=O)(O)Oc2ccccc2,,train
156,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,,train
176,Nc1ccccc1O,,train
151.5,OC(C(=O)O)(c1ccccc1)c2ccccc2,,train
161.5,O=C1C=C(Cl)C(=O)C=C1Cl,,train
97,O=C(C)c1cc(N)ccc1,,train
103,c1ccc(cc1)S(=O)(=O)NN,,train
151,c1cc(c(c(c1)Cl)C(=S)N)Cl,,train
89,O=Cc1cccc(C=O)c1,,train
70,c1ccnc(c1)c2ccccn2,,train
57,ClC(Cl)(Cl)C(=O)O,,train
-68,CCc1ccccc1Br,,train
92,c1ccc(cc1)S(=O)(=O)c2ccc(cc2)Cl,,train
114,CCC(C)C(CC)C(N)=O,,train
27.000002,Cc1ccc(cc1Br)N,,train
108,CC1=CC=CC=C1C(=O)O,,train
127,COc1ccc(c(c1)[N+](=O)[O-])N,,train
230,c1cc(cc2c1ccc(=O)o2)O,,train
-65,CCC(CBr)Br,,train
141,O=C1NC(=O)NC(=O)C1(CC=C)C(C)C,,train
156,OC(=O)c1cc(Cl)ccc1,,train
148,OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,,train
12.000003,OCCOc1ccccc1,,train
61,c1ccc2cc(ccc2c1)C=O,,train
109,c1ccc2c(c1)cc3ccccc3n2,,train
164,CC(=O)Oc1ccc(cc1)c2ccc(cc2)OC(=O)C,,train
31,CCCCCCCCCCCCCCCC(=O)OC,,train
113,c1cnccc1c2ccncc2,,train
-99,CCC(CC)C(C)(C)C,,train
22.000002,C(=O)(C(F)(F)Cl)O,,train
-109,CCC#CC,,train
60,c1ccc(cc1)C2(CCCCC2)O,,train
29.999998,Cc1cncnc1,,train
-18.000002,O=C(CCCCC(=O)OCC)OCC,,train
-134,C=CC(C)(C)CC,,train
198,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,train
118,c1ccc(cc1)C(=O)c2ccc(cc2)C(F)(F)F,,train
-32,CC#CC,,train
128,c1ccc(cc1)S(=O)(=O)c2ccccc2,,train
55.5,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,train
161.5,O=C(O)[C@@H]1CCC(=O)N1,,train
42,COc1cccc(c1O)O,,train
-109,CC(C)CCCCC,,train
-31.000002,C1CCN(CC1)C=O,,train
213,Cc1c(=O)[nH]c(=O)[nH]n1,,train
106,Oc1ccc(cc1Cl)[N+]([O-])=O,,train
170,Cc1cc(ccc1N)C(=O)O,,train
-160,FC(F)F,,train
144,CC(=O)c1ccc(cc1O)O,,train
9.999999,Cc1cc(cc(c1)N)C,,train
173,O=C(O)[C@@H](O)[C@H](O)C(O)=O,,train
76,Oc1cccc2cccnc12,,train
-18.000002,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,,train
200,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,,train
157,c1cnccc1C(=O)N,,train
-32,C(COCCCl)OCCCl,,train
70,CCN(CC)c1ccc2c(c1)OC(=O)C=C2C,,train
128,c1ccc2c(c1)nc(s2)N,,train
-50.4,CC(C)(O)CCCCC,,train
46,Cc1cc(nc(n1)Cl)Cl,,train
186,Clc1cc2c(cc1Cl)C(=O)OC2=O,,train
159,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,,train
54,CC(C)(C)CO,,train
-85,ClC=C(/Cl)Cl,,train
5.0000024,CCCCCCCCCCCCCCBr,,train
87,c12c(c(c(c(c1F)F)F)F)c(c(c(c2F)F)F)F,,train
122,O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1O)[N+]([O-])=O,,train
56,c1cc(c(cc1Cl)C=O)Cl,,train
-8.000001,c1ccc(c(c1)[N+](=O)[O-])F,,train
159,[C@@H]1([C@@H]([C@@H]([C@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl,,train
166,C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,,train
1.9999987,Cc1c(cccc1Cl)N,,train
-1.0000013,CN(C)C(=O)N(C)C,,train
104,CC(=O)NCCCCCC(=O)O,,train
-12.000001,c1cc(c(cc1C(F)(F)F)Cl)Cl,,train
115,O=C(N)c1cc(N)ccc1,,train
127,Clc1cc(ccc1OC)NC(=O)N(C)C,,train
153,BrC(c1ccccc1)(c2ccccc2)c3ccccc3,,train
5.0000024,CC(C(C)(C)C)O,,train
-95,CC(=O)OCCC,,train
49,CC(=O)c1ccc(cc1O)OC,,train
105,CC(=O)Nc1cccc(c1)C(F)(F)F,,train
142,c1cc(cc(c1)[N+](=O)[O-])C(=O)N,,train
-40.999992,CCOC(=O)C(=O)OCC,,train
158,c1cc(c(c(c1)Cl)C(=O)O)F,,train
84,C=CC(N)=O,,train
161,C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl,,train
53,c1ccc(cc1)C(c2ccccc2)C(=O)Cl,,train
0.9999987,Ic1ccccc1Cl,,train
265,c1cc(cc(c1)O)C[C@@H](C(=O)O)N,,train
151,COC(=O)c1c[nH]c2c1cccc2,,train
190,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,,train
13.000003,C/C(C)=CC=C(/C)C,,train
-51,CCCCCSCCCCC,,train
29.999998,COC(=O)CCCCCCCCCCC(=O)OC,,train
84,O=Cc1c2c(ccc1OC)cccc2,,train
115,c1c(c(cc(c1O)Cl)Cl)O,,train
20.999998,Fc1ccc(cc1)[N+](=O)[O-],,train
164,NC(=O)CS(=O)C(c1ccccc1)c2ccccc2,,train
170,c1ccc(cc1)c2c(c(=O)c3ccccc3o2)O,,train
59,c1cc(c(cc1Cl)Cl)CO,,train
87.5,CCC1(CCC(=O)NC1=O)c2ccccc2,,train
68.5,N(=N/c1ccccc1)c2ccccc2,,train
-97,CC(Cl)Cl,,train
46,Cc1ccc(cc1C)C(=O)c2ccccc2,,train
75,c1cc(ccc1S)Br,,train
-38.999992,CCC(=O)CCCC,,train
80,c1c(cc(c(c1Cl)N)Br)Cl,,train
70,c1c(cc(c(c1Cl)Cl)Cl)[N+](=O)[O-],,train
195,c1ccc2c(c1)ccc(n2)c3ccc4ccccc4n3,,train
205,CC(=O)Nc1ccc(cc1)C#N,,train
91,c1cc2cccc3C=Cc(c1)c23,,train
72,O=[N+]([O-])c1ccccc1CO,,train
158,C1CN2CCN1CC2,,train
33,Oc1cc(Cl)ccc1,,train
-185,C=CCC,,train
17.999998,CCCCCCCCCCCCCCCC,,train
-32,O=S(=O)(OC)OC,,train
-107,CC(C)CC(C)(C)C,,train
99,c1ccc2c(c1)c3ccccc3s2,,train
32,O=[N+]([O-])c1ccccc1Cl,,train
-59.999992,Cc1ccnc(c1)C,,train
96,Nc2ccc(Cl)cc2C(=O)c1ccccc1,,train
51.5,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,,train
217,B(c1ccccc1)(O)O,,train
112.5,Cl[C@@H]1[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,,train
-138,CCC1CCCC1,,train
15.499999,Cc1cc(ccc1)[N+](=O)[O-],,train
59,c1ccc(cc1)c2cccc(c2)[N+](=O)[O-],,train
87,COc1cc(ccc1O)C#N,,train
-55,BrC(Cl)Cl,,train
213,c1cc(ccc1)c2ccc(cc2)c3ccccc3,,train
155,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,train
152,Clc1nc2ccccc2nc1Cl,,train
-43,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C,,train
61,c1cc(cnc1)N,,train
22.999998,Cc1ccc(cc1N)Cl,,train
132,CN(C)C(=O)NC1=CC=CC=C1,,train
130,c1cc(oc1)C(=O)O,,train
74,COc1ccc2ccccc2c1,,train
59,O=[N+]([O-])c1cc(C=O)ccc1,,train
45,O=[N+]([O-])c1cc(Cl)ccc1,,train
-88,C=CCN,,train
51,O=C(C)c1ccc(Br)cc1,,train
139,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,,train
127,c1ccc(cc1)COc2ccc(cc2)OCc3ccccc3,,train
145,Cc1cccc(c1C)C(=O)O,,train
78,O=[N+]([O-])c1cc(ccc1)C(=O)OC,,train
191,O=C(N)c1ccc(Br)cc1,,train
71,OCc1ccc(Cl)cc1,,train
-98,CCCCSC,,train
-108,CC(CC)CCCCC,,train
37,CCOc1ccc(cc1)C(=O)C,,train
197,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,,train
-41.999992,C1CCOCO1,,train
37,CC1(O)CCCC1,,train
1.9999987,Brc2ccccc2c1ccccc1,,train
107,Oc1ccc(Cl)c(O)c1,,train
130,O=[N+]([O-])c1ccc(cc1)C=NO,,train
101,c1ccc(cc1)c2cc(ccc2O)O,,train
107,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,,train
45.5,Fc1ccc(O)cc1,,train
65,C1=C(C=C(C(=C1Cl)O)Cl)Cl,,train
118,Oc1cccc(O)c1C,,train
78.5,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,,train
171,O=C(NN)c1ccncc1,,train
114,Oc1ccc(cc1OC)CO,,train
39,N#Cc1cc(Br)ccc1,,train
17.999998,O=Cc1cc(Cl)ccc1,,train
-82,CC(C)C(C(C)C)C(C)C,,train
181,c1cc(sc1)C(=O)N,,train
-83,CCc1ccccc1Cl,,train
220,Cc1c(=O)[nH]c(=S)[nH]n1,,train
67,COC(=O)c1ccc(cc1)C#N,,train
61,CC(C)c1ccc(O)cc1,,train
153,O=C2C=C(Oc1c3ccccc3ccc12)c4ccccc4,,train
91.5,CC(C)Oc1ccccc1OC(=O)NC,,train
12.000003,C1CCCCCCC1,,train
40,c1ccc2c(c1)CCC2=O,,train
-50,ClCCC#N,,train
55,COC(=O)N,,train
-143.29999,CF,,train
-29.000002,CC=Cc1ccccc1,,train
208,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=O)O,,train
24.999998,C[C@@H](CN)O,,train
-104,CCC(C)N,,train
158,Ic1cc(I)c(O)c(I)c1,,train
116,CCCC(N)=O,,train
154,S=C(Nc1ccccc1)Nc2ccccc2,,train
-53,CCCCCCCCC,,train
25.999998,Nc1cc(Cl)c(C)cc1,,train
40,Brc1cc(Br)c(O)cc1,,train
152,CNc1ccc(cc1)[N+]([O-])=O,,train
74,c1ccc2cc(ccc2c1)OCCO,,train
137,c1ccnc(c1)C(=O)O,,train
83,CC(=O)c1ccc(cc1)I,,train
64,Cc1cc(ccc1O)Br,,train
33,C[C@@H](O)[C@H](C)O,,train
216.3,C1=CC=C2C=C3C=CC=CC3=CC2=C1,,train
-130.99998,CC(Cl)(F)F,,train
140,C1=CC=C(C(=C1)C(=O)O)Cl,,train
155,c1cc(c(cc1Br)C(=O)O)Br,,train
270,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC(=O)O,,train
196.5,CN(C)CCC=C1c3ccccc3CCc2ccccc12,,train
160,O=C(N)c1ccccc1Br,,train
29.999998,OCC=Cc1ccccc1,,train
54.5,CC(C)(C)c1cc(ccc1O)C(C)(C)C,,train
52,COc1ccc(cc1C=O)OC,,train
48,CCCCCCCCOc1ccc(c(c1)O)C(=O)c2ccccc2,,train
5.9999986,O=C(CO)c1ccccc1,,train
44,O=C1C=CC(=O)N1CC,,train
-76,CCCCCS,,train
180.5,CN(C)c2ccc(/N=N/c1ccccc1C(=O)O)cc2,,train
161,N#Cc1cccc(C#N)c1,,train
-157,CC(C)C(=C)C,,train
9.999999,c1ccc(c(c1)C(=O)Cl)Br,,train
70,O=S(c1ccccc1)c2ccccc2,,train
64,CC(=O)NN,,train
99,Cc1ccnc(c1)N,,train
122,c1cocc1C(=O)O,,train
100,O=[N+]([O-])c1cc(N)ccc1Cl,,train
5.9999986,c1cc(cc(c1)N)C(F)(F)F,,train
20.999998,c1ccncn1,,train
-75,C=CC(=O)OC,,train
162,c1cc(c(c(c1)F)F)C(=O)O,,train
219,C[C@@H]1CC(=O)C=C([C@]12C(=O)c3c(cc(c(c3O2)Cl)OC)OC)OC,,train
62,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,,train
45,CCCCCCCCCc1ccc(cc1)O,,train
-35,CCCCCCCC(C)O,,train
149,O=[N+]([O-])c1ccc(C#N)cc1,,train
1.9999987,Cc1cc(C)c(Br)c(C)c1,,train
-80.8,C#C,,train
101,CC(C)(CC(=O)O)CC(=O)O,,train
31,[O-][N+](=O)c1ccco1,,train
147,COc1ccc(c(c1OC)C(=O)O)C=O,,train
-102,CC(C)SC,,train
-74,CC1(C)CC=CCC1,,train
-15.000001,c1ccc2c(c1)cccn2,,train
-35,CC(C)CCC(=O)O,,train
30.499998,Cc1ccc(cc1C)[N+](=O)[O-],,train
101.5,Nc1ccccc1N,,train
-3.0000012,CC(=O)C(C)=O,,train
39,c1ccc(cc1)C(=O)c2ccccc2O,,train
128,c1ccc-2c(c1)Cc3c2ccc(c3)N,,train
175,C1C2CC3CC1CC(C2)(C3)C(=O)O,,train
175.85,O=C1N(C(=O)N(C(=O)N1C)C)C,,train
102,c1(c(c(c(c(c1F)F)F)F)F)C(=O)O,,train
56,Ic1cc(Cl)cc(Cl)c1,,train
36,c1ccc2c(c1)ccc(n2)Cl,,train
-120,CC=1CCCCC=1,,train
166,OC(=O)c1cc(ccc1Cl)[N+]([O-])=O,,train
-1.0000013,COc1ccc(C=O)cc1,,train
47,Cc1ccc(c(c1)C(=O)C)O,,train
120,COc1cc(cc(OC)c1C=O)OC,,train
161,O=C(N)c1ccc(O)cc1,,train
146,Cn1ccnc1S,,train
58,CCOc1ccc(cc1)[N+]([O-])=O,,train
55,CCCCCCCCCCCCCCCCCC(=O)C,,train
103,CCCCC(=O)N,,train
-64,COCCOCCOC,,train
-147.99998,C=CCC=C,,train
188,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,,train
-143,CC1CCCC1,,train
80.5,c1ccccc1P(c2ccccc2)c3ccccc3,,train
80,COc1ccc(c(c1)N)OC,,train
67,CCCCCCCCCCCC(=O)CCCCCCCCCCC,,train
3.0000026,CCOc1ccc(N)cc1,,train
1.9999987,CC(C)OC(=O)/C=C/C(=O)OC(C)C,,train
