logD,compound,solvent,set
3.32,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,,train
1.94,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,train
3.2,O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(F)c2)o1,,train
1.7,O=S(=O)(Nc1cccc2[nH]ncc12)c1cccs1,,train
2.36,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ccccn2)CC1,,train
0.22999993,COc1ccc2cc(C(C)C(=O)O)ccc2c1,,train
2.6,CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1,,train
3.09,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,,train
1.5,COc1cccc(-c2ccc(/C=C3\SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2)c1OC,,train
2.7,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,,train
0.16,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1,,train
1.4,Nc1nc(CCc2ccccc2)cc(=O)[nH]1,,train
1.17,COc1ccc(C=C2SC(=O)NC2=O)cc1OC,,train
1.4,COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1,,train
2.81,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,,train
2.71,N#Cc1cc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)ccc1F,,train
2.6,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,,train
1.75,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccccc2)CC1,,train
-0.42999992,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,,train
0.6000001,O=C(O)CCn1c2ccccc2c2ccccc21,,train
-0.59999996,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,,train
1.84,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC=O)c1=O)C(=O)C(F)(F)F,,train
2.34,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,train
1.7,CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,,train
1.15,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,,train
0.8500001,O=CN(O)C1(CS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)CCOCC1,,train
2.82,Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCCCC3)s2)cc1,,train
2.09,c1ccc2ncccc2c1,,train
0.96,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2C(=O)CCC2=O)c1=O)C(=O)C(F)(F)F,,train
1.02,Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1,,train
1.81,N#Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,train
2.98,CSc1nc(N)nc(-c2ccccc2)n1,,train
2.12,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O,,train
3.42,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,,train
1.98,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,train
4.2,FC(F)(F)c1cc(COCC(c2cccc(Cl)c2)N2CCNCC2)cc(C(F)(F)F)c1,,train
2.23,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,train
-0.010000078,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,,train
0.7799999,CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,,train
1.33,O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12,,train
1.72,C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc32)[C@H](O)[C@@H]1O,,train
1.87,Cc1ccc(C(=O)Nc2ccon2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,train
2,O=c1[nH]n(Cc2cc3ccccc3s2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,,train
2.21,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,,train
2.15,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccncc2)cc1)C(F)(F)F,,train
1.58,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,,train
-0.84,CNC1(C)C2CCC(C2)C1(C)C,,train
1.93,O=C(NS(=O)(=O)c1ccccc1Cl)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,train
1.8,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F,,train
3.29,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,,train
2.71,CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCO,,train
3.8,CN1CCOc2nc(C#Cc3ccccc3)ccc21,,train
0.53000003,CN1CC=C(c2cccc(O)c2)CC1,,train
3.42,Cc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,,train
2.19,CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,,train
2.2,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,,train
0.22999993,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,train
2.76,Cc1c(-c2ccccc2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,,train
2.53,COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccccc45)C3)nc2c1,,train
1.03,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,train
2.8,CC(=O)N1CCOc2cc(COc3ccccc3)cnc21,,train
1.99,CNC(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,,train
2.31,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccc(C(=O)NC4CC4)cc3)CC2)cc1,,train
1.93,Cc1nnc(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,,train
2.89,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12,,train
2.75,Cc1sc(N)nc1-c1ccccc1,,train
0.52000004,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1,,train
1.6,Cc1nc(C)c(-c2ccc(C34CCC(CC(=O)O)(CC3)CC4)cc2)nc1C(N)=O,,train
4.25,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(C(F)(F)F)cc3)nc3ccccc3c2=O)cc1,,train
0.14000002,Cc1[nH]c(C(=O)NC2CCN(c3nc(C(=O)O)cs3)CC2)c(Cl)c1Cl,,train
1.88,O=C1C(=O)c2cccnc2-c2ccccc21,,train
3.4,Oc1ccc(-c2nc3cc(O)ccc3o2)cc1,,train
1.9,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,,train
3.67,Cn1cc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,train
2.2,CNC(=O)C1(N2CCCNC2=O)CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,,train
2.7,Cc1nc2ccccn2c1-c1ccnc(Nc2cccc(Cl)c2)n1,,train
3,Cn1cc(C#N)cc1-c1c2c(=O)n(CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,train
2.59,O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,train
1,OC(CN1CCOCC1)c1ccccc1,,train
0.6000001,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,train
2.8,COCCN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cc(CO)ccc1C,,train
3.45,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,train
3.5,COc1cc(CCc2cc(Nc3ccnc(NCc4ccccn4)n3)n[nH]2)cc(OC)c1,,train
1.35,Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,,train
1.59,Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,,train
4.41,CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,,train
0.009999903,CCC(c1nc2ccsc2c(=O)n1Cc1cccnc1)N(CCCN)C(=O)c1ccc(C)cc1,,train
3.2,c1ccc(Nc2ccccc2)cc1,,train
3.32,CCCS(=O)(=O)c1ccc(C(CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)N2CCCCCC2)cc1,,train
3.9,CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1,,train
3.7,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(-c2cnc3ccccn23)n1,,train
3.18,Nc1cccc2c1C(=O)N(Cc1cccc(Cl)c1)C2=O,,train
3.8,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,,train
3.5,COc1c(C#N)cc2ccccc2c1C(=O)N(C)C[C@@H](CCN1CCC(c2ccc(O)cc2[S+](C)[O-])CC1)c1ccc(Cl)c(Cl)c1,,train
3.47,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,train
2.23,N#Cc1cnn2c(N)cc(-c3ccc(F)cc3)nc12,,train
1.21,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,,train
2.43,CC(=O)Nc1cccc(S(=O)(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)c1,,train
2.87,CC(C)[C@@H](CN1CCCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,,train
3.3,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,train
2.2,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(C(=O)N3CCOCC3)cc(N3CCOCC3)c2)n1,,train
3.22,Nc1ccc(N=Nc2ccccc2)c(N)n1,,train
1.6,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,,train
2.7,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,,train
0.29999998,NC(=O)Cc1ccccc1,,train
1.1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,,train
3.33,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn2cc(F)ccc2n1,,train
2.31,O=C(c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CCCC2=O)cc1)N1CCCC1,,train
3.55,Cc1cnc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2n1,,train
2.26,Nc1nc(Cl)nc(NCc2ccccc2)n1,,train
2.04,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21,,train
2.78,c1ccc(Nc2ccnc3ccccc23)cc1,,train
1.58,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,,train
3.3,NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,,train
2.34,CCNC(=O)Nc1nc2cc(-c3cccnc3)ccc2[nH]1,,train
-1.4,CC1CC(CN)CC(CO)C1,,train
3.65,c1csc(Cn2nnnc2CN2CCN(c3nc4ccccc4s3)CC2)c1,,train
0.77000004,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],,train
4.49,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,,train
2.5,Cc1ccc(-n2c(C)cc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2C)cc1,,train
2.94,Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,,train
2.9,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,,train
3.1,C[C@H](NC1=NC(=O)[C@@](C)(C(F)(F)F)S1)c1ccccc1F,,train
3.21,c1ccc(CNc2ncnc3ccccc23)cc1,,train
3.12,COc1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)ccc1N,,train
2,O=C(CSc1nccn(-c2ccc(F)c(F)c2)c1=O)NC1CCCC1,,train
-1.0200001,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)NCC(=O)O,,train
2.58,CCOC(=O)c1ccc(CCN2CCN(c3ccc(C)nn3)CC2)cc1,,train
3.8,Cc1nc(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)[nH]c1=O,,train
3.1,CN1CCOc2cc(COC3CCCCC3)cnc21,,train
0.29999998,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(C3CCN(C)CC3)CC2)c(C)c1,,train
3.47,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,,train
1.52,O=c1[nH]n(Cc2cccs2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,,train
2.41,COc1cccc(-c2cc(O)c3cc(NC(C)=O)ccc3n2)c1,,train
2.41,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,,train
2.19,O=c1[nH]nc2cc(CO)c3ccc(-c4ccc[nH]4)cc3n12,,train
-0.07000002,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,,train
0.30999997,CCC(Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,,train
3.23,O=C(NO)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1,,train
2.33,c1cc2c(cc1-c1cnc3n1CCC3)OCCO2,,train
3.03,O=C(COCc1ccncc1)N1CCC(F)(c2ccc(Cl)cc2)CC1,,train
1.6,NC1(c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)CCC1,,train
3.78,O=C(NC1CCCCC1)N1CCN(c2ccccc2Cl)CC1,,train
1.43,Cc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)c(C)cn1,,train
3.5,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,,train
0.79000014,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,,train
1.37,CCC(c1nc2ccoc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,,train
1.06,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,train
3.31,CSc1ncccc1C(=O)NCCc1ccc(Cl)cc1,,train
2.27,CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,,train
4.02,O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c1ccccc1,,train
2.23,COc1ccnc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,,train
1,Nc1ccccc1NC(=O)c1ccccn1,,train
2.29,COc1cc(F)ccc1-c1cncc(CNC2CCCC2)c1,,train
2.21,O=C1C2CCC(N2)C(=O)N1Cc1ccccc1,,train
1.32,CCOC(=O)Cc1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1,,train
1.65,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1,,train
2.12,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,,train
-1.42,CCC(CO)NCCNC(CC)CO,,train
4.31,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4cnccc4[nH]3)c(C)c2c1,,train
1.68,C=CC(=O)Nc1ccc(OC)cc1,,train
0.29999998,O=C(O)c1ccc(-c2nnn(Cc3ccccc3F)n2)cc1,,train
2.4,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1,,train
4.48,COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4(C)CCC4)nnc23)c1,,train
1.54,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc([N+](=O)[O-])cc2)C1)C(C)(C)C,,train
2.19,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,,train
0.84,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(F)cc2)c[n+]1[O-],,train
1.6,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,,train
1.9,COc1ccc(-c2nc3c(NCCCNC(=O)C4(CN)CC4)c(Br)cnc3[nH]2)cc1,,train
0.6000001,O=c1[nH]n(Cc2ccoc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,,train
3.63,O=C(COc1ccc(SCCCCCc2ccccc2)cc1)COc1ccc(C(=O)O)cc1,,train
2.16,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccncc2)c1=O)C(=O)C(F)(F)F,,train
0.44999996,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,,train
0.25000003,CC(=O)Nc1ccc(O)cc1,,train
1.14,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2ccccc2C(=O)O)c1=O)C(=O)C(F)(F)F,,train
3.1,C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,,train
2.4,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,,train
2.41,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(NC(C)=O)cc2)c2cccc(F)c2)CC1,,train
1,CN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,,train
2.1,CCc1csc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)n1,,train
1.9,COc1cnc(-c2ccccn2)nc1N(C)C,,train
0.81,CO[C@@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1ccc2c(n1)NC(=O)CO2,,train
1.4,CN(C)CCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,train
1,CC(=O)Nc1ccccc1C,,train
2.07,O=C1/C(=N\O)c2ccccc2N1Cc1ccccc1[N+](=O)[O-],,train
-1.36,O=C(O)c1ccccc1O,,train
4.38,O=S(=O)(Nc1ccc2[nH]c(-c3ccc(Br)o3)nc2c1)c1ccccc1,,train
2.68,O=S(=O)(CCCOCCSc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,,train
2.18,O=c1[nH]cnc2scc(-c3cccs3)c12,,train
0.88000005,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,,train
1.28,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,,train
4.1,CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
3.7,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1,,train
0.7799999,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1,,train
3.8,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,,train
1.1,CN(C)C(=O)N1CCC(C(=O)NCc2cccs2)CC1,,train
2.51,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCc3ccccc3)cc12,,train
0.29,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(F)cc2[nH]cnc12,,train
2.62,C[C@@](O)(C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1Cl)C(F)(F)F,,train
0.54,O=S(=O)(Nc1cccnc1)c1cccs1,,train
3.3,CCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CC)c1=O,,train
3.8,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,,train
2.28,C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,,train
2.93,CSc1ncccc1C(=O)NCC1CCCCC1,,train
0.07000008,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,,train
2.1,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F,,train
1.2,CCOC(=O)c1cc2ccc(O)cc2oc1=O,,train
2.96,COC(=O)CCCC(=O)Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O,,train
1.4,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,,train
1.2,COCCNC(=O)c1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1,,train
1,c1ccc2ncncc2c1,,train
2.47,O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,,train
4.37,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(Cl)c1Cl,,train
2.3,O=C1c2ccc(O)cc2C(=O)N1c1ccccc1,,train
2.2,NC1(c2ccc(-c3ncc4cnccc4c3-c3ccccc3)cc2)CCC1,,train
3.3,CN(C(=O)Cc1ccc(O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
3.1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(N)=O)CC1,,train
2.01,O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12,,train
3.38,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,,train
3.6,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,,train
2.46,CCCOc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1,,train
1.2,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,,train
2.84,O=C1NC(=O)C(Cc2cccc(Oc3ccccc3)c2)S1,,train
3.1,Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1,,train
2,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,,train
3.36,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)nc1,,train
2.23,COc1cc(F)ccc1-c1cncc(CNC2CCC2)n1,,train
1.6,Cc1cc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)ccn1,,train
1.5,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,,train
2.3,CC(C)CNc1nc(C#N)nc(NC2CCS(=O)(=O)C2)c1N,,train
3.59,COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,,train
0.73999995,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,,train
0.8300001,COC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,train
3.2,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,,train
0.7,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,,train
3.22,CCOC(=O)c1ccc(OCCC2CN(c3ccc(C)nn3)C2)cc1,,train
3.5,COc1cc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc(OC)c1,,train
-0.22000012,O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,,train
0.8999999,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc(Cl)cc1,,train
2.78,CNC(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,,train
1.1,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,,train
3.38,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1,,train
3.52,COC1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1,,train
0.22999993,CCC1(C)CC(=O)NC1=O,,train
3.13,CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(F)c(F)c3)CC2)nc2ccccc12,,train
2.99,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4cc(F)ccc4c3C2)CC1,,train
0.29999998,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,,train
1.11,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,,train
2.09,Cc1ccc(/C=C(\C#N)C(N)=O)cc1,,train
2.79,CCN(C)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccc2NC(C)=O)cc1,,train
0.20000008,c1ccc(OCC2CNCCO2)cc1,,train
2.3,O=C1CCOc2nc(COc3ccccc3)ccc21,,train
2.45,CCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,,train
3.9,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)nc(N3CCOCC3)n2)n1,,train
