Solubility,compound,solvent,set
-2.24,NC1=CC=CC2=C1C=CC(=C2)[S](O)(=O)=O,,train
-1.0915321,CC(C)(O)C(=O)c1ccccc1,,train
0.67749536,O.OC(=O)CC(O)(CC(O)=O)C(O)=O,,train
-2.8712,COc1c(O)cc(Cl)c(Cl)c1Cl,,train
0.5400001,CO[P](=O)(NC(C)=O)SC,,train
-3.1851034,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc2O)cc1O,,train
-2.0558,COC(=O)c1ccc(cc1C([O-])=O)[N+]([O-])=O,,train
-4.452,Brc1ccc(I)cc1,,train
-2.63,OC(=O)C1=CC(=CC=C1)C#N,,train
-2.8302991,CN(C)C(=S)SC(=S)N(C)C,,train
-2.2062984,Cc1ccccc1,,train
-2.2450852,CCCCCCOC,,train
0.7899002,CCOCCOCCOCC,,train
-4.5531197,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,,train
0.64839995,CN1C[C@@H]2C[C@@H](C1)C3=CC=CC(=O)N3C2,,train
-3.1378558,C/C=C/C(=O)C1C(=CCCC1(C)C)C,,train
-0.075223096,COC(=O)CCC(=O)OC,,train
-2.0655,CCCCCCC(C)O,,train
-1.2196294,OC(=O)\C=C\C(O)=O,,train
-2.989804,CCCCC(CC)C(=O)OC,,train
0.32099998,NCc1ccc(cc1)[S](N)(=O)=O,,train
-1.0977,OC(=O)c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,train
1.0017177,CC(O)=O,,train
-2.4502,CC(=O)OOC(=O)c1ccccc1,,train
-3.7446,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,,train
-1.18,CC(O)CN(CC(C)O)C(=O)COC(=O)C1=CC=CC=C1,,train
-4.86,CC(=O)C1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,,train
-2.426393,[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3ccccc23)c4ccccc14,,train
-3.77,CCCCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,,train
-3.61,OC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC(=C(O)C=C3)O,,train
-5.839,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,,train
-0.667781,CCCCOC(=O)\C=C/C(O)=O,,train
-3.12,NC(CCSSCCC(N)C(=O)O)C(=O)O,,train
-2.429981,CC1=NN(C(=O)C1N=Nc2cccc(c2)[S](=O)(=O)NCCc3ccccc3)c4cc(Cl)c(cc4Cl)[S]([O-])(=O)=O,,train
-6.6153903,CCC(C)CCCC(C)CCCC(C)C,,train
-3.0797644,CC(C)C(=O)OCCc1ccccc1,,train
-0.36,s1c(N)ncc1,,train
-6.479738,CCCCCCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCCCCCC,,train
0.72547734,CCOC(=O)c1ccc([O-])cc1,,train
-9.1627,c1ccc2c(c1)c3ccc4ccc5cccc6cc2c3c4c56,,train
0.9642581,CCCC(CCC)CCCC1COCCN1CCO,,train
-2.0347,OCc1cc(Cl)ccc1OCC(O)=O,,train
-0.58309996,OC(=O)C(Cl)(Cl)CCCl,,train
-3.13,OC(=O)CC1=CC(=C(OCC=C)C=C1)Cl,,train
-1.72,O=C(Oc(c(ccc1)C(=O)O)c1)C,,train
-3.3202,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,,train
-2.0566,CO[P](=O)(OC)OC1=C(Cl)CC2C=CC12,,train
-2.27,C[S](=O)(=O)OCCCCO[S](C)(=O)=O,,train
-7.35,ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1,,train
-1.8,COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N,,train
-8.004533,COc1cc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)C(C)=O)c(OC)cc1Cl,,train
-1.6367385,CCCCN(CCO)CCCC,,train
-7.61,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl,,train
-3.845473,Nc1nc(N)c(N=O)c(N)n1,,train
-2.51,CN1N=C(SC1=N[S](=O)(=O)C2=C(C=CC=C2)C(O)=O)[S](N)(=O)=O,,train
-0.62,COC(=O)C(NC(=O)C(Cl)Cl)C(C)O,,train
-7.56,ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C=C(Cl)C(=C2)Cl,,train
0.010000101,OC1CC(=CC(O)C1O)C(O)=O,,train
-1.4374418,FCF,,train
-3.3651,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,,train
0.885579,OCCCOC(=O)C=C,,train
-1.8796973,CCCCCCCCN.CCCCO[P](S)(=O)OCCCC,,train
-0.49999988,NCCC(O)C(=O)NC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O,,train
1.0262998,Cc1cnccn1,,train
-3.021359,CC(=O)OC(C)(C)C1CCC(=CC1)C.CC23CCC(CC2)C(C)(C)O3,,train
-4.91,ClC1=CC2=C(C=C1)N(CC3CC3)C(=O)CN=C2C4=CC=CC=C4,,train
-7.43,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,,train
-7.83,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C=C1Cl,,train
-4.22,CN1CCC23C4=C5C=CC(OCC6=CC=CC=C6)=C4OC2CCCC3C1C5,,train
-3.5976238,CCCCCCC(=O)OCC=C,,train
-2.3527,Cc1cc(C)cc(OCC(O)=O)c1,,train
-3.6693,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,,train
-2.0927,CCSCc1ccccc1OC(=O)NC,,train
0.78980005,CN1CCC[C@H]1c2cccnc2,,train
-2.0652647,C=CCOC(=O)OCCOCCOC(=O)OCC=C,,train
-1.4372,Cc1occc1,,train
-1.5704,Cc1cc(O)ccc1Cl,,train
0.019300094,CCC(O)C=C,,train
-4.38,CCN(CC)C(=O)NC1CN(C)C2CC3=C(Br)[NH]C4=C3C(=CC=C4)C2=C1,,train
-1.4876534,N[P](N)(=O)Oc1ccccc1,,train
-2.0843,CC(C)I,,train
-3.9356925,CCCCCCCCCCCCCCN(C)C,,train
-1.9013448,COc1ccc(CCC#N)cc1OC,,train
-2.8195043,O=C1CCCCCCCCCCCN1,,train
-3.72,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3,,train
-3.96,CCC1(CC)CCC(=O)N(CO)C1=O,,train
-2.3776,CCCCCOC(=O)c1cccnc1,,train
-1.44,CCC(Br)(CC)C(N)=O,,train
-1.4155738,CC(=O)CCCCCl,,train
-3.834,[O-][N+](=O)c1ccc(Nc2ccccc2)c(c1)[N+]([O-])=O,,train
-0.68999994,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O,,train
-0.8723706,OC(=O)C1CCC(CC1)C(O)=O,,train
-1.0232213,CCNc1ccc(cc1C)C(c2ccc(NCC)c(C)c2)=C3C=CC(=NCC)C(=C3)C.CC(O)=O,,train
0.328668,CC(=O)NNC(C)=O,,train
-2.69,CCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,,train
-1.2045,OC(=O)CCC=CC(O)=O,,train
0.10211145,CCN(CC)CC(C)O,,train
-2.7345,COc1ccc(NC(=N)Nc2ccc(OC)cc2)cc1,,train
-3.7655,COC(=O)C(Cl)Cc1ccc(Cl)cc1,,train
-3.05,O=C(O)C1=C(O)C=CC(N=NC2=CC=CC=C2)=C1,,train
-6.4416842,CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC,,train
-0.06509984,CC(C)C1OCCO1,,train
0.11390006,CCOC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,,train
-1.7594101,Nc1nc(N)nc(N)n1.O[P](O)(O)=O,,train
0.9994999,O=NN1CCCC1,,train
-5.7871428,CCCCCCCCCCCCCCO,,train
-0.8891641,ClCBr,,train
-1.53,O=S(=O)(O)CCSC1=CC=CC=C1,,train
0.7490002,CCN(CC)C(=O)c1cccnc1,,train
-2.82,FC1=CN(C(=O)NC1=O)C(=O)OCC2=CC=CC=C2,,train
-3.092,CC(Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1)C(O)=O,,train
-2.67,Oc1cc(Cl)cc(Cl)c1Cl,,train
-5.1485,C[S](=O)(=O)N(SC(Cl)(Cl)C(F)(Cl)Cl)c1ccccc1,,train
-3.1097,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,,train
0.9166001,CNCc1ccccc1,,train
0.52400005,CCOC[C@H](N)C(O)=O,,train
0.5714408,CC1(O)CC(C)(O)OO1,,train
-6.9758196,CCCCC(CC)COC(=O)\C=C/C(=O)OCC(CC)CCCC,,train
-2.5527472,C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C,,train
-2.8141,OC(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1C(O)=O,,train
-6.27,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,,train
-2.8925,OCc1ccccc1O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O,,train
-0.59160006,c1ccc(nc1)c2cccnc2,,train
-2.8545113,CC(C)c1ccc(O)cc1C,,train
-2.9,CN1CC2CC1CN2C3=CC4=C(C=C3F)C(=O)C(=CN4C5CC5)C(O)=O,,train
-7.7699,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,,train
-7.6794,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,,train
-1.4242,CCCCC(=O)CC,,train
-2.3999023,CCOC(=O)c1ccccc1,,train
-3.07,NC1=CC=CC2=C1C(=CC=C2)[S](O)(=O)=O,,train
-1.4037,CC(C)Cl,,train
-4.809134,CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCO,,train
-2.3951,ClCCOC=C,,train
-2.2436,CC(CO)C(=O)O[C@H]1CC(=C/CCC(=C/[C@H]2OC(=O)C(=C)[C@H]12)/CO)/C,,train
-5.647162,O=C(Nc1cccc2C(=O)c3c4[nH]c5c(cc(NC(=O)c6ccccc6)c7C(=O)c8ccccc8C(=O)c57)c4ccc3C(=O)c12)c9ccccc9,,train
-4.6947,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,,train
-5.5851,Clc1cccc(c1)c2ccccc2Cl,,train
-3.1641479,CC1=C(/C=C/C(C)(O)C=C)C(C)(C)CCC1,,train
-2.7429,CCCCCCCOC(=O)c1cccnc1,,train
-5.2104278,[nH]1c2ccccc2c3ccccc13,,train
-0.1800002,CC(C)C(C)O,,train
-8.06,ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C=C(Cl)C(=C2)Cl,,train
-2.5234,CCOc1ccccc1\C=C/C(O)=O,,train
-4.5221,CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,,train
-4.701812,Cc1cc(cc(C)c1CC#N)C(C)(C)C,,train
0.58097064,CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,,train
0.8489071,O[S](=O)(=O)c1ccccc1,,train
-1.445032,OC(=O)C1CCCCC1,,train
-5.9544826,C[Si](C)(O[Si](C)(C)C=C)C=C,,train
-2.91,O=S(=O)(Nc(onc1C)c1C)c(ccc(N)c2)c2,,train
-8.4318,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,,train
-1.5404977,CC1(C)CC(=O)CC(C)(C1)C#N,,train
-5.95,ClC1=CC=C(Cl)C(=C1Cl)OC2=CC=CC=C2,,train
-0.44159997,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,,train
-2.6701,CCCOC(=O)c1ccccc1,,train
0.79250014,CCC(O)CNCC(O)CC,,train
-5.8739,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,,train
-3.42,CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=CC=N3,,train
0.70509994,c1ccc2nccnc2c1,,train
-6.4372,CCCCCCCCCC,,train
-1.74,CCCC(C)(COC(N)=O)COC(N)=O,,train
-3.52,CCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,,train
-1.3352537,Cc1ccc(N)c(C)c1,,train
-3.93,CC(=O)OC1CC2CCC1(C)C2(C)C,,train
-3.6987343,CCC(O)COC1CCCCC1C(C)(C)C,,train
0.6148802,OC(=O)CCC(=O)C(O)=O,,train
-6.3508,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,,train
-3.0163,C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,,train
-2.9287992,[C-]#[O+],,train
-4.28,CCC1=NC2=C(N=C1CC)C(=O)NC(=N2)N,,train
-2.1303847,Nc1cccc(Cl)c1Cl,,train
0.090000026,CC(CCC(O)=O)CC(O)=O,,train
-1.9933265,OCCNc1ccccc1[N+]([O-])=O,,train
-3.5877593,CC(C)CCCC(C)CC#N,,train
-3.27,c1cc(N)ccc1C(=O)OCCNCCCCC,,train
0.1034125,CC1(C)CC(=O)CC(C)(C)N1[O],,train
-0.6592001,CCCO[P](=O)(OC)OCCC,,train
-4.1577,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,,train
-2.917,Cc1ccc(C(N)=O)c(O)c1,,train
-6.4497523,CCCCCCCCCC(=O)OOC(=O)CCCCCCCCC,,train
-0.19949998,CCN(CC)CN(CC)CC,,train
-2.5,NC1=C(S(=O)(=O)O)C=CC2=C1C=CC=N2,,train
-2.809,Cc1nc(C)c(cc1C(O)=O)C(O)=O,,train
-4.08,CCCCCCC1(CC)C(=O)NC(=S)NC1=O,,train
-0.6407,CCOC1CC1,,train
-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl,,train
0.52330005,CCN(CC)C(=O)\C(Cl)=C(/C)O[P](=O)(OC)OC,,train
-2.6323,[O-]C(=O)c1cccc(Cl)c1[N+]([O-])=O,,train
-0.7894,Cc1ccc(NO)cc1,,train
-1.8556551,CCOC(=O)c1ccc(O)c(O)c1,,train
-4.7626,CCO[P](=S)(OC(C)C)Oc1cnc(nc1)C(C)(C)C,,train
-2.8726,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,train
-4.6835904,COC1CCCCCCCCCCC1,,train
0.11650359,CC(C)=CC=O,,train
-6.269,[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3,,train
-2.88,CN(C)C=NC1=C(C)C=C(Cl)C=C1,,train
-0.7543999,CCn1cnc2N(C)C(=O)N(C)C(=O)c12,,train
-4.6304,Clc1ccc(Oc2ccccc2)c(Cl)c1,,train
-5.36,ClC1=CC2=C(C=CC=C2)C=C1Cl,,train
-3.6757,BrCCc1ccccc1,,train
0.9288,[O-]C=O,,train
-0.96239996,ClCCN(CCCl)[P]1(=O)NCCCCO1,,train
-0.58656037,O=C1CCC2CCCCC2O1,,train
-1.5075,CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,,train
0.39250004,O=[P](Oc1ccccc1)(N2CCOCC2)N3CCOCC3,,train
-9.135966,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,,train
-7.67,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C=C1Cl,,train
-3.2439,CC(C)CC=C,,train
-2.1103,Cc1cc(O)ccc1[N+]([O-])=O,,train
-1.36,CCCC(=O)OCC,,train
-3.75,OC(=O)COC1=C(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,,train
-7.8060765,Brc1c(Br)c(Br)c(COC(=O)C=C)c(Br)c1Br,,train
-2.1693,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,,train
0.5321001,CCN(C)N=O,,train
-1.1991999,COCCc1ccc(OCC(O)CNC(C)C)cc1,,train
-5.4730005,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,,train
0.12,NCCC1=CC(=C(O)C=C1)O,,train
-2.9921,CC[S](=O)(=O)Oc1ccc2OCC(C)(C)c2c1,,train
-1.95,CC(C=NNC(N)=O)=NNC(N)=O,,train
-2.6677,[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,,train
-6.841088,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,,train
-3.68,CCCCCCC(=O)N(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C,,train
-4.74,CC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)[S](N)(=O)=O)C(F)(F)F,,train
-5.97,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1,,train
-2.3669927,CCCCCCCCCCCCCCCCCO[S]([O-])(=O)=O,,train
0.7900001,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,,train
-1.89,CC(=O)CC(C)=NC1=CC=C(N=C(C)CC(C)=O)C=C1,,train
-3.988564,CCCCCCCCCC(C)(C)SSC1=NNC(=S)S1,,train
-1.82,N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=CC=C2)[N+]([O-])=O)S1,,train
0.44997728,CNC.OC(=O)COc1ccc(Cl)cc1Cl,,train
-7.9926276,CC(C)CCCCCCCCCCCCCCCOC(=O)CC(O)C(=O)OCCCCCCCCCCCCCCCC(C)C,,train
-5.9821153,CCN(CC)c1ccc(cc1)N=Nc2ccccc2,,train
-6.2014356,CC(C)(C)c1cc(ccc1O)C(C)(CC(=O)OCCOC(=O)CC(C)(c2ccc(O)c(c2)C(C)(C)C)c3ccc(O)c(c3)C(C)(C)C)c4ccc(O)c(c4)C(C)(C)C,,train
-3.567368,C1CCc2ccccc2C1,,train
-5.5309215,CCCCCCCC\C=C/CCCCCCCC(=O)NCC(C)O,,train
-3.931,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,,train
-3.64,OC(=O)/C=C/C=C/C1=CC=CC=C1,,train
-3.2987,CCCCCCCCC#N,,train
-1.52,COC1=CC2=CC=C(C(C)C(=O)OCCN3CCNCC3)C=C2C=C1,,train
-5.9563,ClC1=C(Cl)C2(Cl)[C@@H]3CO[S](=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,,train
-3.91,CC(C)OC(=O)C1(CCCC1)[S](=O)(=O)C2=CC=C(C)C=C2,,train
-0.11442078,CC(=C)C(=O)OCCO,,train
-2.53,c1c(Cl)c(Cl)cc(O)c1OC,,train
-6.7895894,CC(C)CCCCCCCCCCOC(=O)CSCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,train
-6.568875,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,,train
-2.2979,Nc1ncc2nccnc2n1,,train
-3.4791,OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,,train
-4.4,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC(=CC=C2Cl)Cl,,train
0.4385265,CCO[P](=O)(OCC)OCC,,train
-1.5265,CC(C(O)=O)C(C)(C)CCC(O)=O,,train
-1.4996,C=C[S](=O)(=O)Nc1ccccc1,,train
1.0550002,CC(O)C(C)=O,,train
-5.8367,Cc1ccc2c(ccc3ccccc23)c1,,train
-1.2448999,CC1(C)OC(=O)C[C@@H]1C([O-])=O,,train
-1.9440451,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O,,train
0.9095,CC1(CCCC1=O)C#N,,train
-1.2448999,CC(=O)OC(OC(C)=O)C=C,,train
-1.7858312,CC(C)c1ccc(N)cc1,,train
-0.5824002,C=Cc1ccccn1,,train
-3.3574,c1ccc2c(c1)ccc3ncccc23,,train
-4.4252,O=C(OOC(=O)c1ccccc1)c2ccccc2,,train
-1.8054506,CC1OCC(O1)c2ccccc2,,train
-0.8995999,NC(=O)NCC(=O)NCC(O)=O,,train
-0.15279998,C[C@@H]1NC(=O)[C@@H](C)NC1=O,,train
-2.8164964,CCCCC(C(=O)OCC)C(=O)OCC,,train
-3.9548,CNC1=C(Cl)C(=O)N(N=C1)c2cccc(c2)C(F)(F)F,,train
-0.18220009,CC(O)(CCl)CCl,,train
-1.2948,CC[n+]1c2cc(N)ccc2c3ccc(N)cc3c1c4ccccc4,,train
-0.8275,NNc1cccc(c1)[S](O)(=O)=O,,train
-2.4255,CN1CCN(CC1)C(c2ccccc2)c3ccccc3,,train
-3.0523305,OC(C(O)C([O-])=O)C([O-])=O,,train
-0.88,CC(=O)C(CCC)C(=O)C,,train
-2.8,C=CCOC1=C(C=C(C=C1)[N+](=O)[O-])N,,train
-2.071885,Cc1ccc(Cl)cc1N,,train
-4.4191,CC[S](=O)(=O)c1nc2ccccn2c1[S](=O)(=O)NC(=O)Nc3nc(OC)cc(OC)n3,,train
-2.079,CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,,train
-2.3507457,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2,,train
-3.5782,[O-][N+](=O)C(COC(=O)c1ccccc1C(=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,,train
-2.6993635,CC/1=CC(=O)C=CC1=N/Nc2ccc(Nc3ccc(cc3[N+]([O-])=O)[S]([O-])(=O)=O)cc2,,train
1.2434,NCC=C,,train
-4.1009,CCCO[P](=S)(OCCC)O[P](=S)(OCCC)OCCC,,train
-3.18,CCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O,,train
0.5627035,CC1(C)CC(O)CC(C)(C)N1[O],,train
-2.4239073,FC(F)(F)C(F)(F)F,,train
-3.3274567,CCOC(=O)C(C)C1CCCCC1,,train
-2.603841,[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15,,train
-0.94519985,ClCC(=O)N(CC=C)CC=C,,train
-4.4694624,CC(C)(C)CC(C)(C)c1ccc(O)cc1,,train
1.1002,OC(=O)CBr,,train
-3.61,CCn1cc(c(=O)c2ccc(nc12)C)C(=O)O,,train
-3.85,CC(C)CNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,,train
-8.8336,CCOc1cc(N=Nc2cc(cc(c2Br)[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,,train
-3.77,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,train
-1.22,COC1=CC=C(C=C1)C(=O)NCO,,train
-2.0496,Cc1cc(O)c(C(O)=O)c(O)c1,,train
-2.44,S(=O)(=O)(N)c1sc(NC(=O)C)nn1,,train
-4.58,CCOC(=O)C1=CC=CC=C1[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)Cl,,train
-7.4254,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,,train
-0.9547,CCN(N=O)C(N)=O,,train
-7.379569,CCN(CC)c1ccc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)c1,,train
-7.321,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,,train
-7.4346,Clc1ccccc1c2c(Cl)cc(Cl)c(Cl)c2Cl,,train
-2.8588088,O=[S](Cc1ccccc1)Cc2ccccc2,,train
-7.88,Clc1ccc(cc1)c2c(Cl)c(Cl)cc(Cl)c2Cl,,train
-2.3152,OC(=O)c1c(Cl)ccc2ccccc12,,train
-8.55,ClC1=CC(=C(Cl)C(=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl)Cl,,train
-2.391,C=CCCN=C=S,,train
0.27209985,CCCC(N)=O,,train
-4.65,COC1=CC=C2C=C(C(C)C(=O)OCC(C)=O)C=CC2=C1,,train
-0.954,CN1CC(CC1=O)C(O)=O,,train
-5.6516,CCOC(=O)c1nn(c2ccc(Cl)cc2Cl)c(n1)C(Cl)(Cl)Cl,,train
-1.6,COC(=O)C1=CC(O)=C(OC)C(O)=C1,,train
-3.86,CN(C)C1=CC=C(N=NC2=CC=C(S(=O)(=O)O)C=C2)C=C1,,train
-6.39,CC1=C(C(O)=O)C2=CC(=CC=C2N=C1C3=CC=C(C=C3)C4=C(F)C=CC=C4)F,,train
-1.9493,Oc1cc(O)c2ccccc2c1,,train
-0.5912,CC[C@H](C)[C@@H](NC(C)=O)C(O)=O,,train
-1.2370684,CC1=NN(C(=N)/C1=N/Nc2cc(Cl)c(cc2Cl)[S]([O-])(=O)=O)c3ccccc3,,train
-1.6935,OC(=O)CC1CCCCC1,,train
-8.101931,CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)C(=O)Nc4ccc(C)cc4,,train
-2.8608,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,train
-6.978287,O=C(Nc1ccccc1SSc2ccccc2NC(=O)c3ccccc3)c4ccccc4,,train
0.7899002,CCCCOCCOCCO,,train
-4.943738,CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,,train
0.7952999,C1N[C@@H](CC=C1)c2cccnc2,,train
-2.7,CN1C(=O)C(O)N=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,,train
-0.55040014,CC1(CCl)CO1,,train
-4.933,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,,train
-5.0097,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,,train
-2.7287,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,,train
-3.94,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)[N+]([O-])=O,,train
-0.5115,Cc1cncc(C)c1,,train
-3.657617,CNCCCN1c2ccccc2CCc3ccccc13,,train
-2.62,COC1=CC=C2C=C(C(C)C(=O)OCC(O)CO)C=CC2=C1,,train
-1.7421954,Cc1ccc(cc1)[S](N)(=O)=O,,train
0.18799983,Cc1[nH]cnc1[S](O)(=O)=O,,train
-0.17340006,[nH]1cccc1,,train
